RMSE Score,MAE Score,MAPE Score,model_name
29331975959.19192,120793.33216440627,0.028162986004963177,RandomForestRegressor
39413173170.511086,160227.038555665,0.03835722560008849,XGBRegressor
833300724369.8416,823894.4408756868,0.19521381820207448,SVRegressor
198348601578.39185,364296.89156294405,0.08895014340324889,KNeighborsRegressor
151226552908.91928,323092.96121875657,0.08068713742097987,LinearRegression
345687401777.3275,484491.3866171772,0.1189798439589777,PassiveAggressiveRegressor
